Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,
IMMY,"Imprimis Pharmaceuticals, Inc.",2.45,51155353.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/immy,
IMV,IMV Inc.,4.98,215121657.6,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imv,
INCY,Incyte Corporation,74.03,15692077136.89,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/incy,
INDB,Independent Bank Corp.,82.2,2267031612,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/indb,
IBCP,Independent Bank Corporation,26.3,634006499.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ibcp,
IBTX,"Independent Bank Group, Inc",70.45,2145505575.9,n/a,2013,Finance,Major Banks,https://www.nasdaq.com/symbol/ibtx,
INDU,Industrea Acquisition Corp.,9.92,68622423.36,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/indu,
INDUU,Industrea Acquisition Corp.,10.435,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/induu,
INDUW,Industrea Acquisition Corp.,0.6,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/induw,
ILPT,Industrial Logistics Properties Trust,22.57,1467162850,n/a,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ilpt,
IDSA,"Industrial Services of America, Inc.",1.97,15935584.13,n/a,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/idsa,
INFN,Infinera Corporation,9.39,1420524702.54,n/a,2007,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/infn,
INFI,"Infinity Pharmaceuticals, Inc.",2.05,114942745.6,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/infi,
IPCC,Infinity Property and Casualty Corporation,143.2,1566885235.2,n/a,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ipcc,
IFRX,InflaRx N.V.,30.68,787313228,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/ifrx,
III,"Information Services Group, Inc.",4.16,184454641.28,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/iii,
IEA,"Infrastructure and Energy Alternatives, Inc.",9.12,196788168,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/iea,
IEAWW,"Infrastructure and Energy Alternatives, Inc.",0.85,0,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/ieaww,
IMKTA,"Ingles Markets, Incorporated",31.6,640208921.6,n/a,1987,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/imkta,
INWK,"InnerWorkings, Inc.",9.25,494250051.5,n/a,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/inwk,
INOD,Innodata Inc.,1.15,29759072.1,n/a,1993,Technology,EDP Services,https://www.nasdaq.com/symbol/inod,
IPHS,"Innophos Holdings, Inc.",49,957488616,n/a,2006,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/iphs,
IOSP,Innospec Inc.,79.85,1948577314.2,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/iosp,
INNT,"Innovate Biopharmaceuticals, Inc.",13.45,34560582,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/innt,
ISSC,"Innovative Solutions and Support, Inc.",3,50521797,n/a,2000,Technology,EDP Services,https://www.nasdaq.com/symbol/issc,
INVA,"Innoviva, Inc.",14.15,1435803188.5,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/inva,
INGN,"Inogen, Inc",186.06,3948289393.02,n/a,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ingn,
INOV,"Inovalon Holdings, Inc.",9.95,1515074898.3,n/a,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/inov,
INO,"Inovio Pharmaceuticals, Inc.",4.24,385679223.44,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ino,
INPX,Inpixon ,0.1941,3165764.9829,n/a,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/inpx,
INSG,Inseego Corp.,2.08,123968403.52,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/insg,
NSIT,"Insight Enterprises, Inc.",50.28,1781731884.6,n/a,1995,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/nsit,
ISIG,"Insignia Systems, Inc.",1.7,20337093.2,n/a,1991,Consumer Services,Advertising,https://www.nasdaq.com/symbol/isig,
INSM,"Insmed, Inc.",26.43,2025149484.48,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/insm,
INSE,"Inspired Entertainment, Inc.",6.5,139650595.5,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/inse,
IIIN,"Insteel Industries, Inc.",34.97,666649545.9,n/a,n/a,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/iiin,
PODD,Insulet Corporation,97.37,5719949530.75,n/a,2007,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/podd,
INSY,"Insys Therapeutics, Inc.",8.15,601542567.6,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/insy,
NTEC,Intec Pharma Ltd.,4.45,146074676.5,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ntec,
IART,Integra LifeSciences Holdings Corporation,65.75,5777975672.75,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/iart,
IDTI,"Integrated Device Technology, Inc.",33.95,4388534969.35,n/a,1984,Technology,Semiconductors,https://www.nasdaq.com/symbol/idti,
IMTE,Integrated Media Technology Limited,18.79,49673450.69,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/imte,
INTC,Intel Corporation,52.5,244650000000,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/intc,
NTLA,"Intellia Therapeutics, Inc.",28.91,1245726407.1,n/a,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/ntla,
IPCI,Intellipharmaceutics International Inc.,0.4545,19787952.3705,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ipci,
IPAR,"Inter Parfums, Inc.",54.75,1712724156.75,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ipar,
IBKR,"Interactive Brokers Group, Inc.",65.92,27139967827.84,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ibkr,
ICPT,"Intercept Pharmaceuticals, Inc.",85.67,2534371754.85,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/icpt,
IDCC,"InterDigital, Inc.",83.9,2915205424.9,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/idcc,
TILE,"Interface, Inc.",24.1,1433813208.4,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/tile,
LINK,"Interlink Electronics, Inc.",3.44,25271884.32,n/a,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/link,
IMI,"Intermolecular, Inc.",1.67,82834292.91,n/a,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/imi,
INAP,Internap Corporation,13.1,276818025.7,n/a,1999,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/inap,
IBOC,International Bancshares Corporation,44.25,2925432060.75,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/iboc,
ISCA,International Speedway Corporation,45.2,1993563356.8,n/a,1996,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/isca,
IGLD,Internet Gold Golden Lines Ltd.,2.74,76728729.64,n/a,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/igld,
IIJI,"Internet Initiative Japan, Inc.",10.25,16634212.5,1622850,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/iiji,
IDXG,"Interpace Diagnostics Group, Inc.",0.9,25082347.5,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/idxg,
XENT,"Intersect ENT, Inc.",36.85,1110502240.1,n/a,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/xent,
INTX,"Intersections, Inc.",2.14,51980383.86,n/a,2004,Technology,EDP Services,https://www.nasdaq.com/symbol/intx,
IVAC,"Intevac, Inc.",4.9,109568767.7,n/a,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ivac,
INTL,INTL FCStone Inc.,52.49,990984272.63,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/intl,
ITCI,Intra-Cellular Therapies Inc.,18.65,1020087487,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/itci,
IIN,IntriCon Corporation,41.7,290417898.6,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/iin,
INTU,Intuit Inc.,205.98,52852054326.36,n/a,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/intu,
ISRG,"Intuitive Surgical, Inc.",483.21,54745321405.32,n/a,2000,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/isrg,
PLW,Invesco 1-30 Laddered Treasury ETF,31.52,144992000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/plw,
ADRA,Invesco BLDRS Asia 50 ADR Index Fund,34.1792,22216480,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/adra,
ADRD,Invesco BLDRS Developed Markets 100 ADR Index Fund,22.639,64521150,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/adrd,
ADRE,Invesco BLDRS Emerging Markets 50 ADR Index Fund,41.94,159372000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/adre,
ADRU,Invesco BLDRS Europe Select ADR Index Fund,22.0795,16559625,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/adru,
PKW,Invesco BuyBack Achievers ETF,58.62,1318950000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pkw,
PFM,Invesco Dividend Achievers ETF,25.78,290025000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pfm,
PYZ,Invesco DWA Basic Materials Momentum ETF,69.7,101065000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pyz,
PEZ,Invesco DWA Consumer Cyclicals Momentum ETF,56.54,33924000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pez,
PSL,Invesco DWA Consumer Staples Momentum ETF,71.179,110327450,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psl,
PIZ,Invesco DWA Developed Markets Momentum ETF,28.1,248685000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/piz,
PIE,Invesco DWA Emerging Markets Momentum ETF,20.06,288864000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pie,
PXI,Invesco DWA Energy Momentum ETF,42.8588,130719340,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pxi,
PFI,Invesco DWA Financial Momentum ETF,35.8051,73400455,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pfi,
PTH,Invesco DWA Healthcare Momentum ETF,91.45,242342500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pth,
PRN,Invesco DWA Industrials Momentum ETF,60.9382,109688760,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/prn,
DWLV,Invesco DWA Momentum & Low Volatility Rotation ETF,33.126,39751233.126,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwlv,
PDP,Invesco DWA Momentum ETF,56.72,1588160000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pdp,
DWAQ,Invesco DWA NASDAQ Momentum ETF,114.69,57345000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwaq,
DWAS,Invesco DWA SmallCap Momentum ETF,55.84,329456000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwas,
DWIN,Invesco DWA Tactical Multi-Asset Income ETF,25.41,69877525.41,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwin,
DWTR,Invesco DWA Tactical Sector Rotation ETF,30.14,67815030.14,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwtr,
PTF,Invesco DWA Technology Momentum ETF,62.379,137233800,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ptf,
PUI,Invesco DWA Utilities Momentum ETF,27.1324,39341980,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pui,
IDLB,Invesco FTSE International Low Beta Equal Weight ETF,29.89,122549029.89,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/idlb,
PRFZ,Invesco FTSE RAFI US 1500 Small-Mid ETF,142,2080300000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/prfz,
PAGG,Invesco Global Agriculture ETF,27.15,21720000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pagg,
PSAU,Invesco Global Gold and Precious Metals ETF,18.3324,31165080,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psau,
PIO,Invesco Global Water ETF,25.02,182646000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pio,
PGJ,Invesco Golden Dragon China ETF,48.75,287625000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pgj,
PEY,Invesco High Yield Equity Dividend Achievers ETF,17.665,767544250,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pey,
IPKW,Invesco International BuyBack Achievers ETF,37.23,340654500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ipkw,
PID,Invesco International Dividend Achievers ETF,15.61,810939500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pid,
KBWB,Invesco KBW Bank ETF,55,1199000000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwb,
KBWD,Invesco KBW High Dividend Yield Financial ETF,23.53,335302500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwd,
KBWY,Invesco KBW Premium Yield Equity REIT ETF,35.3982,414158940,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwy,
KBWP,Invesco KBW Property & Casualty Insurance ETF,60.302,66332200,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwp,
KBWR,Invesco KBW Regional Banking ETF,59.7352,191152640,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwr,
LDRI,Invesco LadderRite 0-5 Year Corporate Bond ETF,24.515,12257500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ldri,
LALT,Invesco Multi-Strategy Alternative ETF,22.037,4407400,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lalt,
PNQI,Invesco Nasdaq Internet ETF,144.35,692880000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pnqi,
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ET,18.2,1783672800,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pdbc,
QQQ,"Invesco QQQ Trust, Series 1",175.32,67620924000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qqq,
USLB,Invesco Russell 1000 Low Beta Equal Weight ETF,32.03,158548532.03,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/uslb,
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,68.0178,112229370,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pscd,
PSCC,Invesco S&P SmallCap Consumer Staples ETF,80.55,48330000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pscc,
PSCE,Invesco S&P SmallCap Energy ETF,17.05,69052500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psce,
PSCF,Invesco S&P SmallCap Financials ETF,58.7,252410000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pscf,
PSCH,Invesco S&P SmallCap Health Care ETF,130.64,725052000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psch,
PSCI,Invesco S&P SmallCap Industrials ETF,69.33,121327500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psci,
PSCT,Invesco S&P SmallCap Information Technology ETF,84.61,439972000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psct,
PSCM,Invesco S&P SmallCap Materials ETF,53.57,29463500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pscm,
PSCU,Invesco S&P SmallCap Utilities ETF,54.16,48744000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pscu,
VRIG,Invesco Variable Rate Investment Grade ETF,25.08,348612025.08,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vrig,
PHO,Invesco Water Resources ETF,30.34,834350000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pho,
ISTR,Investar Holding Corporation,28,267414140,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/istr,
ISBC,"Investors Bancorp, Inc.",13.43,4050393157.34,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/isbc,
ITIC,Investors Title Company,189.47,357459786.1,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/itic,
NVIV,InVivo Therapeutics Holdings Corp.,1.81,2832684.39,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nviv,
IVTY,"Invuity, Inc.",3.45,82942612.65,n/a,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ivty,
IONS,"Ionis Pharmaceuticals, Inc.",42.95,5391100321,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ions,
IOVA,"Iovance Biotherapeutics, Inc.",13.6,1219143644,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/iova,
IPAS,iPass Inc.,0.36,26188299.36,n/a,2003,Technology,EDP Services,https://www.nasdaq.com/symbol/ipas,
IPGP,IPG Photonics Corporation,234.25,12577932642.75,n/a,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/ipgp,
IPIC,iPic Entertainment Inc.,8.42,94091647.6,n/a,2018,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ipic,
CLRG,IQ Chaikin U.S. Large Cap ETF,25.29,437517025.29,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/clrg,
CSML,IQ Chaikin U.S. Small Cap ETF,29.51,514949529.51,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/csml,
IQ,"iQIYI, Inc.",36.29,4536250000,125000000,2018,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/iq,
IRMD,iRadimed Corporation,19.4,206732743.8,n/a,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/irmd,
IRTC,"iRhythm Technologies, Inc.",78.7,1857330703.2,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/irtc,
IRIX,IRIDEX Corporation,6.64,77274341.28,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/irix,
IRDM,Iridium Communications Inc,16.35,1804669476.3,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/irdm,
IRDMB,Iridium Communications Inc,588.7,294350000,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/irdmb,
IRBT,iRobot Corporation,75.92,2110938214.32,n/a,2005,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/irbt,
IRWD,"Ironwood Pharmaceuticals, Inc.",19.34,2938546095.8,n/a,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/irwd,
IRCP,IRSA Propiedades Comerciales S.A.,33.01,109016614.33,3302533,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/ircp,
PMPT,iSectors Post-MPT Growth ETF,26.96,13480107.84,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pmpt,
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,49.55,837395000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/slqd,
CSJ,iShares 1-3 Year Credit Bond ETF,103.62,10817928000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/csj,
ISHG,iShares 1-3 Year International Treasury Bond ETF,82.403,86523150,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ishg,
SHY,iShares 1-3 Year Treasury Bond ETF,83.31,13596192000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/shy,
TLT,iShares 20+ Year Treasury Bond ETF,120.53,6942528000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tlt,
IEI,iShares 3-7 Year Treasury Bond ETF,119.72,7482500000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iei,
IEF,iShares 7-10 Year Treasury Bond ETF,102.11,8567029000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ief,
AIA,iShares Asia 50 ETF,63.46,1050263000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aia,
COMT,iShares Commodities Select Strategy ETF,38.45,719015000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/comt,
ISTB,iShares Core 1-5 Year USD Bond ETF,49.06,2050708000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/istb,
IXUS,iShares Core MSCI Total International Stock ETF,60.76,10110464000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ixus,
IUSG,iShares Core S&P U.S. Growth ETF,58.38,4369743000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iusg,
IUSV,iShares Core S&P U.S. Value ETF,54.44,3908792000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iusv,
IUSB,iShares Core Total USD Bond Market ETF,49.28,2247168000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iusb,
HEWG,iShares Currency Hedged MSCI Germany ETF,28.405,394829500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hewg,
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,24.52,33102000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/susb,
SUSC,iShares ESG USD Corporate Bond ETF,24.11,15671500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/susc,
XT,iShares Exponential Technologies ETF,36.9,2289645000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/xt,
FALN,iShares Fallen Angels USD Bond ETF,26.47,66175000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/faln,
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,39.95,41947500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ifeu,
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,29.53,510869000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ifgl,
IGF,iShares Global Infrastructure ETF,42.52,2623484000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/igf,
GNMA,iShares GNMA Bond ETF,48.25,103737500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gnma,
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,50.3919,10078380,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hyxe,
CIU,iShares Intermediate Credit Bond ETF,106.05,6887947500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ciu,
IGOV,iShares International Treasury Bond ETF,49.13,916274500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/igov,
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,107.4,12039540000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emb,
MBB,iShares MBS ETF,103.79,11852818000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mbb,
JKI,iShares Morningstar Mid-Cap ETF,161.88,437076000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jki,
ACWX,iShares MSCI ACWI ex US Index Fund,47.82,3156120000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/acwx,
ACWI,iShares MSCI ACWI Index Fund,72.02,8671208000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/acwi,
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,73.12,4548064000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aaxj,
EWZS,iShares MSCI Brazil Small-Cap ETF,12.57,49651500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ewzs,
MCHI,iShares MSCI China ETF,67.07,3675436000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mchi,
ESGD,iShares MSCI EAFE ESG Optimized ETF,65.83,289652000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esgd,
SCZ,iShares MSCI EAFE Small-Cap ETF,63.79,11176008000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/scz,
ESGE,iShares MSCI EM ESG Optimized ETF,34.18,317874000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esge,
EEMA,iShares MSCI Emerging Markets Asia ETF,70.43,514139000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eema,
EMXC,iShares MSCI Emerging Markets ex China ETF,48.359,9671800,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emxc,
EUFN,iShares MSCI Europe Financials Sector Index Fund,20.58,1631994000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eufn,
IEUS,iShares MSCI Europe Small-Cap ETF,57.02,265143000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ieus,
RING,iShares MSCI Global Gold Miners ETF,17.48,324254000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ring,
MPCT,iShares MSCI Global Impact ETF,57.5081,37380265,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mpct,
ENZL,iShares MSCI New Zealand ETF,49.73,146703500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/enzl,
QAT,iShares MSCI Qatar ETF,16.33,50623000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qat,
TUR,iShares MSCI Turkey ETF,29.66,271389000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tur,
UAE,iShares MSCI UAE ETF,15.58,38950000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/uae,
ESGU,iShares MSCI USA ESG Optimized ETF,60.5943,84832020,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esgu,
IBB,iShares Nasdaq Biotechnology Index Fund,112.23,9062572500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ibb,
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,186.31,1779260500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/soxx,
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,27.4,9590000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amca,
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,28.69,37297000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emif,
